,orth,base,ctag,sentence
23205,narastający,narastać,pact:sg:nom:m3:imperf:aff,1399
23206,prąd,prąd,subst:sg:nom:m3,1399
23207,wytwarza,wytwarzać,fin:sg:ter:imperf,1399
23208,w,w,prep:loc:nwok,1399
23209,cewce,cewka,subst:sg:loc:f,1399
23210,zmienny,zmienny,adj:sg:acc:m3:pos,1399
23211,strumień,strumień,subst:sg:acc:m3,1399
23212,magnetyczny,magnetyczny,adj:sg:acc:m3:pos,1399
23213,",",",",interp,1399
23214,który,który,adj:sg:nom:m3:pos,1399
23215,z,z,prep:gen:nwok,1399
23216,kolei,kolej,subst:sg:gen:f,1399
23217,indukuje,indukować,fin:sg:ter:imperf,1399
23218,prąd,prąd,subst:sg:acc:m3,1399
23219,zapobiegający,zapobiegać,pact:sg:acc:m3:imperf:aff,1399
23220,zbyt,zbyt,qub,1399
23221,szybkiemu,szybki,adj:sg:dat:n:pos,1399
23222,narastaniu,narastać,ger:sg:dat:n:imperf:aff,1399
23223,natężenia,natężenie,subst:sg:gen:n,1399
23224,.,.,interp,1399
23225,Po,po,prep:loc,1400
23226,uruchomieniu,uruchomić,ger:sg:loc:n:perf:aff,1400
23227,i,i,conj,1400
23228,skonfigurowaniu,skonfigurować,ger:sg:loc:n:perf:aff,1400
23229,środowiska,środowisko,subst:sg:gen:n,1400
23230,Systemu,system,subst:sg:gen:m3,1400
23231,zarządzania,zarządzać,ger:sg:gen:n:imperf:aff,1400
23232,bazami,baza,subst:pl:inst:f,1400
23233,danych,dana,subst:pl:gen:f,1400
23234,możemy,móc,fin:pl:pri:imperf,1400
23235,utworzyć,utworzyć,inf:perf,1400
23236,testową,testowy,adj:sg:acc:f:pos,1400
23237,bazę,baza,subst:sg:acc:f,1400
23238,danych,dana,subst:pl:gen:f,1400
23239,.,.,interp,1400
23240,Chociaż,chociaż,comp,1401
23241,ćwiczenia,ćwiczenia,subst:pl:nom:n,1401
23242,znajdujące,znajdować,pact:pl:nom:n:imperf:aff,1401
23243,się,się,qub,1401
23244,w,w,prep:loc:nwok,1401
23245,kolejnym,kolejny,adj:sg:loc:m3:pos,1401
23246,rozdziale,rozdział,subst:sg:loc:m3,1401
23247,przedstawiają,przedstawiać,fin:pl:ter:imperf,1401
23248,proces,proces,subst:sg:acc:m3,1401
23249,samodzielnego,samodzielny,adj:sg:gen:n:pos,1401
23250,zaprojektowania,zaprojektować,ger:pl:acc:n:perf:aff,1401
23251,bazy,baza,subst:sg:gen:f,1401
23252,danych,dana,subst:pl:gen:f,1401
23253,katalog,katalog,subst:sg:nom:m3,1401
23254,",",",",interp,1401
23255,to,to,conj,1401
23256,już,już,qub,1401
23257,teraz,teraz,adv,1401
23258,możemy,móc,fin:pl:pri:imperf,1401
23259,utworzyć,utworzyć,inf:perf,1401
23260,swoją,swój,adj:sg:acc:f:pos,1401
23261,pierwszą,pierwszy,adj:sg:acc:f:pos,1401
23262,bazę,baza,subst:sg:acc:f,1401
23263,danych,dana,subst:pl:gen:f,1401
23264,.,.,interp,1401
23265,Wykonując,wykonywać,pcon:imperf,1402
23266,kolejne,kolejny,adj:pl:acc:n:pos,1402
23267,ćwiczenia,ćwiczenia,subst:pl:acc:n,1402
23268,Czytelnik,czytelnik,subst:sg:nom:m1,1402
23269,pozna,poznać,fin:sg:ter:perf,1402
23270,nie,nie,conj,1402
23271,tylko,tylko,conj,1402
23272,metody,metoda,subst:pl:acc:f,1402
23273,tworzenia,tworzyć,ger:sg:gen:n:imperf:aff,1402
23274,i,i,conj,1402
23275,usuwania,usuwać,ger:sg:gen:n:imperf:aff,1402
23276,poszczególnych,poszczególny,adj:pl:gen:f:pos,1402
23277,baz,baza,subst:pl:gen:f,1402
23278,danych,dana,subst:pl:gen:f,1402
23279,",",",",interp,1402
23280,ale,ale,conj,1402
23281,również,również,conj,1402
23282,ograniczania,ograniczać,ger:sg:gen:n:imperf:aff,1402
23283,dostępu,dostęp,subst:sg:gen:m3,1402
23284,do,do,prep:gen,1402
23285,obiektów,obiekt,subst:pl:gen:m3,1402
23286,baz,baza,subst:pl:gen:f,1402
23287,danych,dana,subst:pl:gen:f,1402
23288,poszczególnym,poszczególny,adj:pl:dat:m1:pos,1402
23289,użytkownikom,użytkownik,subst:pl:dat:m1,1402
23290,.,.,interp,1402
23291,Tworzenie,tworzyć,ger:sg:nom:n:imperf:aff,1403
23292,bazy,baza,subst:sg:gen:f,1403
23293,danych,dana,subst:pl:gen:f,1403
23294,Ćwiczenie,ćwiczenie,subst:sg:nom:n,1404
23295,2.7,2.7,adj:sg:nom:n:pos,1404
23296,.,.,interp,1404
23297,Jednym,jeden,adj:sg:inst:m3:pos,1405
23298,z,z,prep:gen:nwok,1405
23299,etapów,etap,subst:pl:gen:m3,1405
23300,instalacji,instalacja,subst:sg:gen:f,1405
23301,i,i,conj,1405
23302,konfiguracji,konfiguracja,subst:sg:gen:f,1405
23303,SZBD,SZBD,subst:sg:gen:m3,1405
23304,PostgreSQL,PostgreSQL,subst:sg:gen:m3,1405
23305,było,być,praet:sg:n:imperf,1405
23306,utworzenie,utworzyć,ger:sg:nom:n:perf:aff,1405
23307,systemowej,systemowy,adj:sg:gen:f:pos,1405
23308,bazy,baza,subst:sg:gen:f,1405
23309,danych,dana,subst:pl:gen:f,1405
23310,template1,template1,subst:sg:nom:m3,1405
23311,.,.,interp,1405
23312,W,w,prep:loc:nwok,1406
23313,tej,ten,adj:sg:loc:f:pos,1406
23314,bazie,baza,subst:sg:loc:f,1406
23315,przechowywane,przechowywać,ppas:pl:nom:f:imperf:aff,1406
23316,są,być,fin:pl:ter:imperf,1406
23317,informacje,informacja,subst:pl:nom:f,1406
23318,niezbędne,niezbędny,adj:pl:nom:f:pos,1406
23319,do,do,prep:gen,1406
23320,zarządzania,zarządzać,ger:sg:gen:n:imperf:aff,1406
23321,bazami,baza,subst:pl:inst:f,1406
23322,danych,dana,subst:pl:gen:f,1406
23323,użytkownika,użytkownik,subst:sg:gen:m1,1406
23324,.,.,interp,1406
23325,SZBD,SZBD,subst:sg:nom:m3,1407
23326,PostgreSQL,PostgreSQL,subst:sg:nom:m3,1407
23327,",",",",interp,1407
23328,tak,tak,adv:pos,1407
23329,jak,jak,adv:pos,1407
23330,zdecydowana,zdecydowany,adj:sg:nom:f:pos,1407
23331,większość,większość,subst:sg:nom:f,1407
23332,innych,inny,adj:pl:gen:m3:pos,1407
23333,systemów,system,subst:pl:gen:m3,1407
23334,zarządzania,zarządzać,ger:sg:gen:n:imperf:aff,1407
23335,bazami,baza,subst:pl:inst:f,1407
23336,danych,dana,subst:pl:gen:f,1407
23337,",",",",interp,1407
23338,umożliwia,umożliwiać,fin:sg:ter:imperf,1407
23339,uruchomienie,uruchomić,ger:sg:acc:n:perf:aff,1407
23340,na,na,prep:loc,1407
23341,pojedynczym,pojedynczy,adj:sg:loc:m3:pos,1407
23342,serwerze,serwer,subst:sg:loc:m3,1407
23343,dowolnej,dowolny,adj:sg:gen:f:pos,1407
23344,liczby,liczba,subst:sg:gen:f,1407
23345,baz,baza,subst:pl:gen:f,1407
23346,danych,dana,subst:pl:gen:f,1407
23347,.,.,interp,1407
23348,Wicemarszalek,wicemarszalek,subst:sg:nom:m1,1408
23349,Andrzej,Andrzej,subst:sg:nom:m1,1408
23350,Chronowski,Chronowski,subst:sg:nom:m1,1408
23351,:,:,interp,1408
23352,Komisja,komisja,subst:sg:nom:f,1408
23353,wnosiła,wnosić,praet:sg:f:imperf,1408
23354,o,o,prep:acc,1408
23355,zastąpienie,zastąpić,ger:sg:acc:n:perf:aff,1408
23356,w,w,prep:loc:nwok,1408
23357,art,artykuł,brev:pun,1408
23358,.,.,interp,1408
23359,1,1,adj:sg:loc:m3:pos,1408
23360,pkcie,pkt,subst:sg:loc:m3,1408
23361,3,3,adj:sg:loc:m3:pos,1408
23362,literze,litera,subst:sg:loc:f,1408
23363,"""","""",interp,1408
23364,a,a,subst:sg:nom:n,1408
23365,"""","""",interp,1408
23366,wyrazów,wyraz,subst:pl:gen:m3,1408
23367,"""","""",interp,1408
23368,oraz,oraz,conj,1408
23369,upoważnieni,upoważnić,ppas:pl:nom:m1:perf:aff,1408
23370,pracownicy,pracownik,subst:pl:nom:m1,1408
23371,Biura,biuro,subst:sg:gen:n,1408
23372,Rzecznika,rzecznik,subst:sg:gen:m1,1408
23373,Interesu,interes,subst:sg:gen:m3,1408
23374,Publicznego,publiczny,adj:sg:gen:m3:pos,1408
23375,słowami,słowo,subst:pl:inst:n,1408
23376,"""","""",interp,1408
23377,oraz,oraz,conj,1408
23378,",",",",interp,1408
23379,w,w,prep:loc:nwok,1408
23380,zakresie,zakres,subst:sg:loc:m3,1408
23381,określonym,określić,ppas:sg:loc:m3:perf:aff,1408
23382,przez,przez,prep:acc:nwok,1408
23383,Rzecznika,rzecznik,subst:sg:acc:m1,1408
23384,",",",",interp,1408
23385,upoważnieni,upoważnić,ppas:pl:nom:m1:perf:aff,1408
23386,pracownicy,pracownik,subst:pl:nom:m1,1408
23387,Biura,biuro,subst:sg:gen:n,1408
23388,"""","""",interp,1408
23389,.,.,interp,1408
23390,Poprawka,poprawka,subst:sg:nom:f,1409
23391,zmierza,zmierzać,fin:sg:ter:imperf,1409
23392,do,do,prep:gen,1409
23393,tego,to,subst:sg:gen:n,1409
23394,",",",",interp,1409
23395,aby,aby,comp,1409
23396,upoważnieni,upoważnić,ppas:pl:nom:m1:perf:aff,1409
23397,pracownicy,pracownik,subst:pl:nom:m1,1409
23398,Biura,biuro,subst:sg:gen:n,1409
23399,Rzecznika,rzecznik,subst:sg:gen:m1,1409
23400,Interesu,interes,subst:sg:gen:m3,1409
23401,Publicznego,publiczny,adj:sg:gen:m3:pos,1409
23402,mogli,móc,praet:pl:m1:imperf,1409
23403,korzystać,korzystać,inf:imperf,1409
23404,z,z,prep:gen:nwok,1409
23405,prawa,prawo,subst:sg:gen:n,1409
23406,wstępu,wstęp,subst:sg:gen:m3,1409
23407,do,do,prep:gen,1409
23408,pomieszczeń,pomieszczenie,subst:pl:gen:n,1409
23409,",",",",interp,1409
23410,w,w,prep:loc:nwok,1409
23411,których,który,adj:pl:loc:n:pos,1409
23412,znajdują,znajdować,fin:pl:ter:imperf,1409
23413,się,się,qub,1409
23414,materiały,materiał,subst:pl:nom:m3,1409
23415,i,i,conj,1409
23416,dokumenty,dokument,subst:pl:nom:m3,1409
23417,określone,określić,ppas:pl:nom:m3:perf:aff,1409
23418,w,w,prep:loc:nwok,1409
23419,art,artykuł,brev:pun,1409
23420,.,.,interp,1409
23421,31,31,adj:sg:loc:m3:pos,1409
23422,ustawy,ustawa,subst:sg:gen:f,1409
23423,",",",",interp,1409
23424,jedynie,jedynie,qub,1409
23425,w,w,prep:loc:nwok,1409
23426,zakresie,zakres,subst:sg:loc:m3,1409
23427,określonym,określić,ppas:sg:loc:m3:perf:aff,1409
23428,przez,przez,prep:acc:nwok,1409
23429,rzecznika,rzecznik,subst:sg:acc:m1,1409
23430,.,.,interp,1409
23431,Wicemarszalek,wicemarszalek,subst:sg:nom:m1,1410
23432,Andrzej,Andrzej,subst:sg:nom:m1,1410
23433,Chronowski,Chronowski,subst:sg:nom:m1,1410
23434,:,:,interp,1410
23435,Przystępujemy,przystępować,fin:pl:pri:imperf,1410
23436,do,do,prep:gen,1410
23437,głosowania,głosowanie,subst:sg:gen:n,1410
23438,nad,nad,prep:inst:nwok,1410
23439,przedstawionym,przedstawić,ppas:sg:inst:m3:perf:aff,1410
23440,przez,przez,prep:acc:nwok,1410
23441,Komisję,komisja,subst:sg:acc:f,1410
23442,Praw,prawo,subst:pl:gen:n,1410
23443,Człowieka,człowiek,subst:sg:gen:m1,1410
23444,i,i,conj,1410
23445,Praworządności,praworządność,subst:sg:gen:f,1410
23446,projektem,projekt,subst:sg:inst:m3,1410
23447,uchwały,uchwała,subst:sg:gen:f,1410
23448,w,w,prep:loc:nwok,1410
23449,sprawie,sprawa,subst:sg:loc:f,1410
23450,ustawy,ustawa,subst:sg:gen:f,1410
23451,o,o,prep:loc,1410
23452,zmianie,zmiana,subst:sg:loc:f,1410
23453,ustawy,ustawa,subst:sg:gen:f,1410
23454,o,o,prep:loc,1410
23455,ujawnieniu,ujawnić,ger:sg:loc:n:perf:aff,1410
23456,pracy,praca,subst:sg:gen:f,1410
23457,lub,lub,conj,1410
23458,służby,służba,subst:sg:gen:f,1410
23459,w,w,prep:loc:nwok,1410
23460,organach,organ,subst:pl:loc:m3,1410
23461,bezpieczeństwa,bezpieczeństwo,subst:sg:gen:n,1410
23462,państwa,państwo,subst:sg:gen:n,1410
23463,lub,lub,conj,1410
23464,współpracy,współpraca,subst:sg:gen:f,1410
23465,z,z,prep:inst:nwok,1410
23466,nimi,on,ppron3:pl:inst:m3:ter:akc:praep,1410
23467,w,w,prep:loc:nwok,1410
23468,latach,rok,subst:pl:loc:m3,1410
23469,1944,1944,num:pl:nom:m3:congr,1410
23470,-,-,interp,1410
23471,1990,1990,num:pl:nom:m3:rec,1410
23472,osób,osoba,subst:pl:gen:f,1410
23473,pełniących,pełnić,pact:pl:gen:f:imperf:aff,1410
23474,funkcje,funkcja,subst:pl:acc:f,1410
23475,publiczne,publiczny,adj:pl:acc:f:pos,1410
23476,.,.,interp,1410
23477,NorthAngel,NorthAngel,subst:sg:nom:m1,1411
23478,:,:,interp,1411
23479,Odejście,odejść,ger:sg:nom:n:perf:aff,1411
23480,J,J,subst:sg:gen:m1,1411
23481,.,.,interp,1411
23482,P,P,subst:sg:gen:m1,1411
23483,.,.,interp,1411
23484,II,II,adj:sg:gen:m1:pos,1411
23485,jest,być,fin:sg:ter:imperf,1411
23486,tylko,tylko,qub,1411
23487,kwestią,kwestia,subst:sg:inst:f,1411
23488,czasu,czas,subst:sg:gen:m3,1411
23489,",",",",interp,1411
23490,jak,jak,adv:pos,1411
23491,pana,pan,subst:sg:gen:m1,1411
23492,zdaniem,zdanie,subst:sg:inst:n,1411
23493,będzie,być,bedzie:sg:ter:imperf,1411
23494,wyglądała,wyglądać,praet:sg:f:imperf,1411
23495,wtedy,wtedy,adv,1411
23496,sytuacja,sytuacja,subst:sg:nom:f,1411
23497,w,w,prep:loc:nwok,1411
23498,Polsce,Polska,subst:sg:loc:f,1411
23499,?,?,interp,1411
23500,Papież,papież,subst:sg:nom:m1,1412
23501,jest,być,fin:sg:ter:imperf,1412
23502,dla,dla,prep:gen,1412
23503,Polaków,Polak,subst:pl:gen:m1,1412
23504,dużym,duży,adj:sg:inst:m3:pos,1412
23505,autorytetem,autorytet,subst:sg:inst:m3,1412
23506,-,-,interp,1412
23507,co,co,subst:sg:nom:n,1412
23508,będzie,być,bedzie:sg:ter:imperf,1412
23509,gdy,gdy,adv,1412
23510,ten,ten,adj:sg:nom:m3:pos,1412
23511,autorytet,autorytet,subst:sg:nom:m3,1412
23512,przestanie,przestać,ger:sg:nom:n:perf:aff,1412
23513,istnieć,istnieć,inf:imperf,1412
23514,?,?,interp,1412
23515,Jarosław,Jarosław,subst:sg:nom:m1,1413
23516,Makowski,Makowski,subst:sg:nom:m1,1413
23517,:,:,interp,1413
23518,Wydaje,wydawać,fin:sg:ter:imperf,1413
23519,się,się,qub,1413
23520,",",",",interp,1413
23521,że,że,comp,1413
23522,jest,być,fin:sg:ter:imperf,1413
23523,to,to,pred,1413
23524,jeden,jeden,adj:sg:nom:m3:pos,1413
23525,z,z,prep:gen:nwok,1413
23526,głównych,główny,adj:pl:gen:m3:pos,1413
23527,problemów,problem,subst:pl:gen:m3,1413
23528,",",",",interp,1413
23529,przed,przed,prep:inst:nwok,1413
23530,jakim,jaki,adj:sg:inst:m3:pos,1413
23531,stanie,stać,fin:sg:ter:perf,1413
23532,polski,polski,adj:sg:nom:m3:pos,1413
23533,Kościół,kościół,subst:sg:nom:m3,1413
23534,.,.,interp,1413
23535,Papież,papież,subst:sg:nom:m1,1414
23536,odcisnął,odcisnąć,praet:sg:m1:perf,1414
23537,na,na,prep:loc,1414
23538,polskim,polski,adj:sg:loc:m3:pos,1414
23539,katolicyzmie,katolicyzm,subst:sg:loc:m3,1414
23540,tak,tak,adv:pos,1414
23541,duże,duży,adj:sg:acc:n:pos,1414
23542,piętno,piętno,subst:sg:acc:n,1414
23543,",",",",interp,1414
23544,że,że,comp,1414
23545,dziś,dziś,adv,1414
23546,wielu,wiele,num:pl:nom:m1:rec,1414
23547,księży,ksiądz,subst:pl:gen:m1,1414
23548,i,i,conj,1414
23549,wiernych,wierny,subst:pl:gen:m1,1414
23550,nie,nie,qub,1414
23551,wyobraża,wyobrażać,fin:sg:ter:imperf,1414
23552,sobie,siebie,siebie:dat,1414
23553,",",",",interp,1414
23554,by,by,comp,1414
23555,nie,nie,qub,1414
23556,było,być,praet:sg:n:imperf,1414
23557,Jana,Jan,subst:sg:gen:m1,1414
23558,Pawła,Paweł,subst:sg:gen:m1,1414
23559,II,ii,adj:sg:gen:m1:pos,1414
23560,",",",",interp,1414
23561,który,który,adj:sg:nom:m1:pos,1414
23562,w,w,prep:loc:nwok,1414
23563,krytycznych,krytyczny,adj:pl:loc:f:pos,1414
23564,chwilach,chwila,subst:pl:loc:f,1414
23565,pokazywał,pokazywać,praet:sg:m1:imperf,1414
23566,Kościołowi,kościół,subst:sg:dat:m3,1414
23567,w,w,prep:loc:nwok,1414
23568,Polsce,Polska,subst:sg:loc:f,1414
23569,drogę,droga,subst:sg:acc:f,1414
23570,",",",",interp,1414
23571,którą,który,adj:sg:acc:f:pos,1414
23572,ten,ten,adj:sg:nom:m3:pos,1414
23573,ma,mieć,fin:sg:ter:imperf,1414
23574,kroczyć,kroczyć,inf:imperf,1414
23575,.,.,interp,1414
23576,Wydaje,wydawać,fin:sg:ter:imperf,1415
23577,się,się,qub,1415
23578,więc,więc,conj,1415
23579,",",",",interp,1415
23580,że,że,comp,1415
23581,nie,nie,qub,1415
23582,pozostanie,pozostać,fin:sg:ter:perf,1415
23583,nic,nic,subst:sg:nom:n,1415
23584,innego,inny,adj:sg:gen:n:pos,1415
23585,jak,jak,conj,1415
23586,dorosnąć,dorosnąć,inf:perf,1415
23587,i,i,conj,1415
23588,Kościół,kościół,subst:sg:nom:m3,1415
23589,w,w,prep:loc:nwok,1415
23590,Polsce,Polska,subst:sg:loc:f,1415
23591,już,już,qub,1415
23592,bez,bez,prep:gen:nwok,1415
23593,Jana,Jan,subst:sg:gen:m1,1415
23594,Pawła,Paweł,subst:sg:gen:m1,1415
23595,II,II,adj:sg:gen:m1:pos,1415
23596,będzie,być,bedzie:sg:ter:imperf,1415
23597,musiał,musieć,praet:sg:m3:imperf,1415
23598,podejmować,podejmować,inf:imperf,1415
23599,wyzwania,wyzwanie,subst:pl:acc:n,1415
23600,",",",",interp,1415
23601,jakie,jaki,adj:pl:nom:n:pos,1415
23602,z,z,prep:inst:nwok,1415
23603,pewnością,pewność,subst:sg:inst:f,1415
23604,przed,przed,prep:inst:nwok,1415
23605,nim,on,ppron3:sg:inst:m3:ter:akc:praep,1415
23606,staną,stanąć,fin:pl:ter:perf,1415
23607,po,po,prep:loc,1415
23608,śmierci,śmierć,subst:sg:loc:f,1415
23609,papieża,papież,subst:sg:gen:m1,1415
23610,.,.,interp,1415
23611,MagneRide,MagneRide,subst:sg:nom:m3,1416
23612,to,to,pred,1416
23613,system,system,subst:sg:nom:m3,1416
23614,zwiększający,zwiększać,pact:sg:nom:m3:imperf:aff,1416
23615,komfort,komfort,subst:sg:acc:m3,1416
23616,",",",",interp,1416
23617,osiągi,osiąg,subst:pl:acc:m3,1416
23618,i,i,conj,1416
23619,bezpieczeństwo,bezpieczeństwo,subst:sg:acc:n,1416
23620,pojazdu,pojazd,subst:sg:gen:m3,1416
23621,",",",",interp,1416
23622,dzięki,dzięki,prep:dat,1416
23623,większemu,duży,adj:sg:dat:n:com,1416
23624,poczuciu,poczucie,subst:sg:dat:n,1416
23625,bezpieczeństwa,bezpieczeństwo,subst:sg:gen:n,1416
23626,powodowanemu,powodować,ppas:sg:dat:n:imperf:aff,1416
23627,lepszym,dobry,adj:sg:inst:n:com,1416
23628,panowaniem,panować,ger:sg:inst:n:imperf:aff,1416
23629,nad,nad,prep:inst:nwok,1416
23630,pojazdem,pojazd,subst:sg:inst:m3,1416
23631,",",",",interp,1416
23632,minimalizacji,minimalizacja,subst:sg:dat:f,1416
23633,ruchów,ruch,subst:pl:gen:m3,1416
23634,pojazdu,pojazd,subst:sg:gen:m3,1416
23635,",",",",interp,1416
23636,co,co,subst:sg:nom:n,1416
23637,powoduje,powodować,fin:sg:ter:imperf,1416
23638,łagodniejszą,łagodny,adj:sg:acc:f:com,1416
23639,jazdę,jazda,subst:sg:acc:f,1416
23640,i,i,conj,1416
23641,umożliwia,umożliwiać,fin:sg:ter:imperf,1416
23642,wykonywanie,wykonywać,ger:sg:acc:n:imperf:aff,1416
23643,bardziej,bardzo,adv:com,1416
23644,precyzyjnych,precyzyjny,adj:pl:gen:m3:pos,1416
23645,manewrów,manewr,subst:pl:gen:m3,1416
23646,;,;,interp,1416
23647,zmniejszeniu,zmniejszyć,ger:sg:dat:n:perf:aff,1416
23648,pochylania,pochylać,ger:sg:gen:n:imperf:aff,1416
23649,się,się,qub,1416
23650,przodu,przód,subst:sg:gen:m3,1416
23651,samochodu,samochód,subst:sg:gen:m3,1416
23652,podczas,podczas,prep:gen,1416
23653,hamowania,hamować,ger:sg:gen:n:imperf:aff,1416
23654,oraz,oraz,conj,1416
23655,osiadania,osiadać,ger:sg:gen:n:imperf:aff,1416
23656,tyłu,tył,subst:sg:gen:m3,1416
23657,w,w,prep:loc:nwok,1416
23658,trakcie,trakt,subst:sg:loc:m3,1416
23659,przyspieszania,przyspieszać,ger:sg:gen:n:imperf:aff,1416
23660,;,;,interp,1416
23661,poprawie,poprawa,subst:sg:dat:f,1416
23662,charakterystyki,charakterystyka,subst:sg:gen:f,1416
23663,przenoszenia,przenosić,ger:sg:gen:n:imperf:aff,1416
23664,obciążeń,obciążenie,subst:pl:gen:n,1416
23665,",",",",interp,1416
23666,co,co,subst:sg:nom:n,1416
23667,daje,dawać,fin:sg:ter:imperf,1416
23668,lepsze,dobry,adj:sg:acc:n:com,1416
23669,panowanie,panować,ger:sg:acc:n:imperf:aff,1416
23670,nad,nad,prep:inst:nwok,1416
23671,pojazdem,pojazd,subst:sg:inst:m3,1416
23672,podczas,podczas,prep:gen,1416
23673,wykonywania,wykonywać,ger:sg:gen:n:imperf:aff,1416
23674,nagłych,nagły,adj:pl:gen:m3:pos,1416
23675,manewrów,manewr,subst:pl:gen:m3,1416
23676,przy,przy,prep:loc,1416
23677,dużej,duży,adj:sg:loc:f:pos,1416
23678,prędkości,prędkość,subst:sg:loc:f,1416
23679,;,;,interp,1416
23680,oraz,oraz,conj,1416
23681,cichszej,cichy,adj:sg:dat:f:com,1416
23682,jeździe,jazda,subst:sg:dat:f,1416
23683,spowodowanej,spowodować,ppas:sg:dat:f:perf:aff,1416
23684,lepszym,dobry,adj:sg:inst:n:com,1416
23685,izolowaniem,izolować,ger:sg:inst:n:imperf:aff,1416
23686,od,oda,subst:pl:gen:f,1416
23687,wstrząsów,wstrząs,subst:pl:gen:m3,1416
23688,spowodowanych,spowodować,ppas:pl:gen:m3:perf:aff,1416
23689,nierównościami,nierówność,subst:pl:inst:f,1416
23690,drogi,droga,subst:sg:gen:f,1416
23691,.,.,interp,1416
23692,Każda,każdy,adj:sg:nom:f:pos,1417
23693,działalność,działalność,subst:sg:nom:f,1417
23694,człowieka,człowiek,subst:sg:gen:m1,1417
23695,odbywa,odbywać,fin:sg:ter:imperf,1417
23696,się,się,qub,1417
23697,w,w,prep:loc:nwok,1417
23698,określonej,określić,ppas:sg:loc:f:perf:aff,1417
23699,przestrzeni,przestrzeń,subst:sg:loc:f,1417
23700,i,i,conj,1417
23701,czasie,czas,subst:sg:loc:m3,1417
23702,niezależnie,niezależnie,adv:pos,1417
23703,od,od,prep:gen:nwok,1417
23704,formy,forma,subst:sg:gen:f,1417
23705,organizacji,organizacja,subst:sg:gen:f,1417
23706,i,i,conj,1417
23707,rodzaju,rodzaj,subst:sg:gen:m3,1417
23708,tej,ten,adj:sg:gen:f:pos,1417
23709,działalności,działalność,subst:sg:gen:f,1417
23710,.,.,interp,1417
23711,Pomiędzy,pomiędzy,prep:inst,1418
23712,różnymi,różny,adj:pl:inst:f:pos,1418
23713,działalnościami,działalność,subst:pl:inst:f,1418
23714,powstają,powstawać,fin:pl:ter:imperf,1418
23715,wzajemne,wzajemny,adj:pl:nom:n:pos,1418
23716,powiązania,powiązanie,subst:pl:nom:n,1418
23717,funkcjonalne,funkcjonalny,adj:pl:nom:n:pos,1418
23718,",",",",interp,1418
23719,organizacyjne,organizacyjny,adj:pl:nom:n:pos,1418
23720,",",",",interp,1418
23721,informacyjne,informacyjny,adj:pl:nom:n:pos,1418
23722,",",",",interp,1418
23723,gospodarcze,gospodarczy,adj:pl:nom:n:pos,1418
23724,itp,i_tym_podobne,brev:pun,1418
23725,.,.,interp,1418
23726,Tworzą,tworzyć,fin:pl:ter:imperf,1419
23727,się,się,qub,1419
23728,także,także,qub,1419
23729,zależności,zależność,subst:pl:nom:f,1419
23730,wynikające,wynikać,pact:pl:nom:f:imperf:aff,1419
23731,z,z,prep:gen:nwok,1419
23732,bliskiego,bliski,adj:sg:gen:n:pos,1419
23733,położenia,położenie,subst:sg:gen:n,1419
23734,poszczególnych,poszczególny,adj:pl:gen:f:pos,1419
23735,jednostek,jednostka,subst:pl:gen:f,1419
23736,.,.,interp,1419
23737,Oznacza,oznaczać,fin:sg:ter:imperf,1420
23738,to,to,subst:sg:nom:n,1420
23739,w,w,prep:loc:nwok,1420
23740,praktyce,praktyka,subst:sg:loc:f,1420
23741,",",",",interp,1420
23742,iż,iż,comp,1420
23743,każdy,każdy,adj:sg:nom:m3:pos,1420
23744,z,z,prep:gen:nwok,1420
23745,podmiotów,podmiot,subst:pl:gen:m3,1420
23746,w,w,prep:loc:nwok,1420
23747,mniejszym,mały,adj:sg:loc:m3:com,1420
23748,lub,lub,conj,1420
23749,większym,duży,adj:sg:loc:m3:com,1420
23750,stopniu,stopień,subst:sg:loc:m3,1420
23751,odczuwa,odczuwać,fin:sg:ter:imperf,1420
23752,sąsiedztwo,sąsiedztwo,subst:sg:acc:n,1420
23753,swojego,swój,adj:sg:gen:m1:pos,1420
23754,sąsiada,sąsiad,subst:sg:gen:m1,1420
23755,.,.,interp,1420
23756,"""","""",interp,1421
23757,Dobrze,dobrze,adv:pos,1421
23758,jest,być,fin:sg:ter:imperf,1421
23759,",",",",interp,1421
23760,gdy,gdy,adv,1421
23761,odczucia,odczucie,subst:pl:nom:n,1421
23762,te,ten,adj:pl:nom:n:pos,1421
23763,są,być,fin:pl:ter:imperf,1421
23764,dodatnie,dodatni,adj:pl:nom:n:pos,1421
23765,/,/,interp,1421
23766,.,.,interp,1421
23767,.,.,interp,1421
23768,.,.,interp,1421
23769,/,/,interp,1421
23770,.,.,interp,1421
23771,Gdy,gdy,adv,1422
23772,poszczególne,poszczególny,adj:pl:nom:m3:pos,1422
23773,podmioty,podmiot,subst:pl:nom:m3,1422
23774,w,w,prep:loc:nwok,1422
23775,przestrzeni,przestrzeń,subst:sg:loc:f,1422
23776,są,być,fin:pl:ter:imperf,1422
23777,od,od,prep:gen:nwok,1422
23778,siebie,siebie,siebie:gen,1422
23779,dość,dość,qub,1422
23780,odległe,odległy,adj:pl:nom:m3:pos,1422
23781,",",",",interp,1422
23782,skutki,skutek,subst:pl:nom:m3,1422
