,orth,base,ctag,chunk
25635,profesorów,profesor,subst:pl:gen:m1,1437
25636,z,z,prep:gen:nwok,1437
25637,osobna,osobny,adj:sg:nom:f:pos,1437
25638,.,.,interp,1437
25639,Składano,składać,imps:imperf,1438
25640,je,on,ppron3:sg:acc:n:ter:akc:npraep,1438
25641,w,w,prep:acc:nwok,1438
25642,sekretariacie,sekretariat,subst:sg:loc:m3,1438
25643,dopiero,dopiero,qub,1438
25644,po,po,prep:acc,1438
25645,terminie,termin,subst:sg:loc:m3,1438
25646,egzaminów,egzamin,subst:pl:gen:m3,1438
25647,poprawczych,poprawczy,adj:pl:gen:m1:pos,1438
25648,.,.,interp,1438
25649,Moje,moja,subst:pl:nom:f,1439
25650,pojawienie,pojawienie,subst:sg:nom:n,1439
25651,się,się,qub,1439
25652,w,w,prep:acc:nwok,1439
25653,pracowni,pracownia,subst:sg:gen:f,1439
25654,rzeźby,rzeźba,subst:sg:gen:f,1439
25655,drugiego,drugi,subst:sg:gen:m2,1439
25656,roku,rok,subst:sg:gen:m3,1439
25657,przywitane,przywitać,ppas:sg:nom:n:perf:aff,1439
25658,zostało,zostać,praet:sg:n:perf,1439
25659,oklaskami,oklask,subst:pl:inst:m3,1439
25660,",",",",interp,1439
25661,a,a,conj,1439
25662,na,na,prep:acc,1439
25663,pytanie,pytanie,subst:sg:nom:n,1439
25664,",",",",interp,1439
25665,gdzie,gdzie,adv:pos,1439
25666,bąblował,bąblować,praet:sg:m1:imperf,1439
25667,em,być,aglt:sg:pri:imperf:wok,1439
25668,cały,cały,adj:sg:nom:m1:pos,1439
25669,miesiąc,miesiąc,subst:sg:nom:m3,1439
25670,",",",",interp,1439
25671,powiedział,powiedzieć,praet:sg:m1:perf,1439
25672,em,być,aglt:sg:pri:imperf:wok,1439
25673,",",",",interp,1439
25674,że,że,comp,1439
25675,musiał,musieć,praet:sg:m1:imperf,1439
25676,em,być,aglt:sg:pri:imperf:wok,1439
25677,chorej,chora,subst:sg:gen:f,1439
25678,matce,matka,subst:sg:dat:f,1439
25679,obsiać,obsiać,inf:perf,1439
25680,pięć,piąć,ger:pl:gen:n:imperf:aff,1439
25681,hektarów,hektar,subst:pl:gen:m3,1439
25682,",",",",interp,1439
25683,bo,bo,comp,1439
25684,ciężko,ciężko,adv:pos,1439
25685,zachorowała,zachorować,praet:sg:f:perf,1439
25686,",",",",interp,1439
25687,a,a,conj,1439
25688,robotnik,robotnik,subst:sg:nom:m1,1439
25689,musi,muszy,adj:pl:nom:m1:pos,1439
25690,przecież,przecież,qub,1439
25691,jeść,jeść,inf:imperf,1439
25692,chleb,chleb,subst:sg:nom:m3,1439
25693,.,.,interp,1439
25694,To,to,conj,1440
25695,wystarczyło,wystarczyć,praet:sg:n:perf,1440
25696,.,.,interp,1440
25697,Gorzej,źle,adv:pos,1441
25698,było,być,praet:sg:n:imperf,1441
25699,z,z,prep:gen:nwok,1441
25700,przedstawicielką,przedstawicielka,subst:sg:inst:f,1441
25701,ZMP,ZMP,subst:sg:nom:m3,1441
25702,.,.,interp,1441
25703,Długo,długo,adv:pos,1442
25704,"""","""",interp,1442
25705,truła,truć,praet:sg:f:imperf,1442
25706,"""","""",interp,1442
25707,o,o,prep:acc,1442
25708,mojej,moja,subst:sg:gen:f,1442
25709,nieświadomości,nieświadomość,subst:sg:gen:f,1442
25710,społecznej,społeczny,adj:sg:gen:f:pos,1442
25711,.,.,interp,1442
25712,Choć,choć,comp,1443
25713,istnieje,istnieć,fin:sg:ter:imperf,1443
25714,duże,duha,subst:sg:dat:f,1443
25715,prawdopodobieństwo,prawdopodobieństwo,subst:sg:nom:n,1443
25716,",",",",interp,1443
25717,że,że,comp,1443
25718,tak,tak,adv:pos,1443
25719,właśnie,właśnie,adv:pos,1443
25720,było,być,praet:sg:n:imperf,1443
25721,",",",",interp,1443
25722,na,na,prep:acc,1443
25723,oficjalne,oficjalny,adj:sg:nom:n:pos,1443
25724,potwierdzenie,potwierdzenie,subst:sg:nom:n,1443
25725,musimy,musieć,fin:pl:pri:imperf,1443
25726,musimy,musić,fin:pl:pri:imperf,1443
25727,jeszcze,jeszcze,qub,1443
25728,poczekać,poczekać,inf:perf,1443
25729,.,.,interp,1443
25730,Jak,jak,conj,1444
25731,wynika,wynikać,fin:sg:ter:imperf,1444
25732,z,z,prep:gen:nwok,1444
25733,wypowiedzi,wypowiedź,subst:sg:gen:f,1444
25734,R,R,ign,1444
25735,.,.,interp,1444
25736,Ciomka,Ciomka,ign,1444
25737,",",",",interp,1444
25738,efekty,efekt,subst:pl:nom:m3,1444
25739,prac,praca,subst:pl:gen:f,1444
25740,komisji,komisja,subst:sg:gen:f,1444
25741,możemy,móc,fin:pl:pri:imperf,1444
25742,poznać,poznać,inf:perf,1444
25743,już,już,qub,1444
25744,w,w,prep:acc:nwok,1444
25745,tym,tym,conj,1444
25746,tygodniu,tydzień,subst:sg:loc:m3,1444
25747,.,.,interp,1444
25748,Poza,poza,prep:acc,1445
25749,Powiatowym,powiatowy,adj:sg:inst:m1:pos,1445
25750,Inspektorem,inspektor,subst:sg:inst:m1,1445
25751,Nadzoru,nadzór,subst:sg:gen:m3,1445
25752,Budowlanego,budowlany,subst:sg:gen:m1,1445
25753,okoliczności,okoliczność,subst:sg:gen:f,1445
25754,katastrofy,katastrofa,subst:sg:gen:f,1445
25755,budowlanej,budowlany,adj:sg:gen:f:pos,1445
25756,",",",",interp,1445
25757,bo,bo,comp,1445
25758,tak,tak,adv:pos,1445
25759,zakwalifikowano,zakwalifikować,imps:perf,1445
25760,zdarzenie,zdarzenie,subst:sg:nom:n,1445
25761,",",",",interp,1445
25762,badają,badać,fin:pl:ter:imperf,1445
25763,przedstawiciele,przedstawiciel,subst:pl:nom:m1,1445
25764,Policji,policja,subst:sg:gen:f,1445
25765,oraz,oraz,conj,1445
25766,Państwowej,państwowy,adj:sg:gen:f:pos,1445
25767,Inspekcji,inspekcja,subst:sg:gen:f,1445
25768,Pracy,praca,subst:sg:gen:f,1445
25769,.,.,interp,1445
25770,W,w,prep:acc:nwok,1446
25771,razie,raz,subst:sg:loc:m3,1446
25772,potrzeby,potrzeba,subst:sg:gen:f,1446
25773,powołani,powołany,adj:pl:nom:m1:pos,1446
25774,mogą,móc,fin:pl:ter:imperf,1446
25775,zostać,zostać,inf:perf,1446
25776,również,również,qub,1446
25777,biegli,biegły,subst:pl:nom:m1,1446
25778,rzeczoznawcy,rzeczoznawca,subst:sg:gen:m1,1446
25779,.,.,interp,1446
25780,Halę,Hala,subst:sg:acc:f,1447
25781,Halę,hala,subst:sg:acc:f,1447
25782,w,w,prep:acc:nwok,1447
25783,Doruchowie,Doruchów,subst:sg:loc:m3,1447
25784,buduje,budować,fin:sg:ter:imperf,1447
25785,firma,firma,subst:sg:nom:f,1447
25786,z,z,prep:gen:nwok,1447
25787,Czermina,Czermina,ign,1447
25788,.,.,interp,1447
25789,Funkcję,funkcja,subst:sg:acc:f,1448
25790,kierownika,kierownik,subst:sg:gen:m1,1448
25791,budowy,budowa,subst:sg:gen:f,1448
25792,pełni,pełnia,subst:sg:gen:f,1448
25793,Piotr,Piotr,subst:sg:nom:m1,1448
25794,J,J,ign,1448
25795,.,.,interp,1448
25796,-,-,interp,1449
25797,Ja,ja,ppron12:sg:nom:m1:pri,1449
25798,bezpośrednio,bezpośrednio,adv:pos,1449
25799,przy,przy,prep:loc,1449
25800,tym,tym,conj,1449
25801,zdarzeniu,zdarzenie,subst:sg:dat:n,1449
25802,nie,nie,conj,1449
25803,był,być,praet:sg:m1:imperf,1449
25804,em,być,aglt:sg:pri:imperf:wok,1449
25805,",",",",interp,1449
25806,więc,więc,conj,1449
25807,nie,nie,conj,1449
25808,potrafię,potrafić,fin:sg:pri:imperf,1449
25809,powiedzieć,powiedzieć,inf:perf,1449
25810,",",",",interp,1449
25811,jakie,jaki,adj:sg:nom:n:pos,1449
25812,były,były,subst:sg:nom:m1,1449
25813,jego,on,ppron3:sg:gen:m1:ter:akc:npraep,1449
25814,przyczyny,przyczyna,subst:sg:gen:f,1449
25815,-,-,interp,1449
25816,powiedział,powiedzieć,praet:sg:m1:perf,1449
25817,nam,my,ppron12:pl:dat:m1:pri,1449
25818,.,.,interp,1449
25819,Dopuszcza,dopuszczać,fin:sg:ter:imperf,1450
25820,więc,więc,conj,1450
25821,każdą,każdy,adj:sg:acc:f:pos,1450
25822,możliwość,możliwość,subst:sg:nom:f,1450
25823,",",",",interp,1450
25824,łącznie,łącznie,adv:pos,1450
25825,z,z,prep:gen:nwok,1450
25826,błędem,błąd,subst:sg:inst:m3,1450
25827,ludzkim,ludzki,adj:sg:inst:m1:pos,1450
25828,",",",",interp,1450
25829,nie,nie,conj,1450
25830,chce,chcieć,fin:sg:ter:imperf,1450
25831,snuć,snuć,inf:imperf,1450
25832,domysłów,domysł,subst:pl:gen:m3,1450
25833,na,na,prep:acc,1450
25834,ten,ten,adj:sg:nom:m1:pos,1450
25835,temat,temat,subst:sg:nom:m3,1450
25836,.,.,interp,1450
25837,Według,według,prep:gen,1451
25838,niego,on,ppron3:sg:gen:m1:ter:akc:praep,1451
25839,prace,praca,subst:pl:nom:f,1451
25840,przebiegały,przebiegać,praet:pl:m2:imperf,1451
25841,tak,tak,adv:pos,1451
25842,samo,samo,adv:pos,1451
25843,jak,jak,conj,1451
25844,na,na,prep:acc,1451
25845,wielu,wiele,num:pl:nom:m1:rec,1451
25846,wielu,wiele,num:pl:nom:m1:rec,1451
25847,wielu,wiele,num:pl:nom:m1:rec,1451
25848,wielu,wiele,num:pl:nom:m1:rec,1451
25849,wielu,wiele,num:pl:nom:m1:rec,1451
25850,wielu,wiele,num:pl:nom:m1:rec,1451
25851,wielu,wiele,num:pl:nom:m1:rec,1451
25852,wielu,wiele,num:pl:nom:m1:rec,1451
25853,wielu,wiele,num:pl:nom:m1:rec,1451
25854,wielu,wiele,num:pl:nom:m1:rec,1451
25855,wielu,wiele,num:pl:nom:m1:rec,1451
25856,wielu,wiele,num:pl:nom:m1:rec,1451
25857,wielu,wiele,num:pl:nom:m1:rec,1451
25858,wielu,wiele,num:pl:nom:m1:rec,1451
25859,wielu,wiele,num:pl:nom:m1:rec,1451
25860,wielu,wiele,num:pl:nom:m1:rec,1451
25861,wielu,wiele,num:pl:nom:m1:rec,1451
25862,wielu,wiele,num:pl:nom:m1:rec,1451
25863,wielu,wiele,num:pl:nom:m1:rec,1451
25864,wielu,wiele,num:pl:nom:m1:rec,1451
25865,wielu,wiele,num:pl:nom:m1:rec,1451
25866,wielu,wiele,num:pl:nom:m1:rec,1451
25867,wielu,wiele,num:pl:nom:m1:rec,1451
25868,innych,inny,subst:pl:gen:m1,1451
25869,budowach,budowa,subst:pl:loc:f,1451
25870,prowadzonych,prowadzony,adj:pl:gen:m1:pos,1451
25871,przez,przez,prep:acc:nwok,1451
25872,jego,on,ppron3:sg:gen:m1:ter:akc:npraep,1451
25873,firmę,firma,subst:sg:acc:f,1451
25874,.,.,interp,1451
25875,-,-,interp,1452
25876,Wiązar,wiązar,subst:sg:nom:m3,1452
25877,został,zostać,praet:sg:m1:perf,1452
25878,zwolniony,zwolnić,ppas:sg:nom:m1:perf:aff,1452
25879,z,z,prep:gen:nwok,1452
25880,dźwigu,dźwig,subst:sg:gen:m3,1452
25881,",",",",interp,1452
25882,ale,ale,conj,1452
25883,był,być,praet:sg:m1:imperf,1452
25884,zabezpieczony,zabezpieczyć,ppas:sg:nom:m1:perf:aff,1452
25885,odciągami,odciąg,subst:pl:inst:m3,1452
25886,założonymi,założyć,ppas:pl:inst:m1:perf:aff,1452
25887,w,w,prep:acc:nwok,1452
25888,kalenicy,kalenica,subst:sg:gen:f,1452
25889,-,-,interp,1452
25890,wyjaśnia,wyjaśniać,fin:sg:ter:imperf,1452
25891,",",",",interp,1452
25892,przyznając,przyznawać,pcon:imperf,1452
25893,jednocześnie,jednocześnie,adv:pos,1452
25894,",",",",interp,1452
25895,że,że,comp,1452
25896,tym,tym,conj,1452
25897,razem,razem,adv:pos,1452
25898,najwidoczniej,widocznie,adv:pos,1452
25899,okazało,okazać,praet:sg:n:perf,1452
25900,się,się,qub,1452
25901,to,to,conj,1452
25902,być,być,inf:imperf,1452
25903,zbyt,zbyt,adv:pos,1452
25904,słabym,słaby,adj:sg:inst:m1:pos,1452
25905,zabezpieczeniem,zabezpieczenie,subst:sg:inst:n,1452
25906,.,.,interp,1452
25907,W,w,prep:acc:nwok,1453
25908,pewnym,pewne,subst:sg:inst:n,1453
25909,miejscu,miejsce,subst:sg:dat:n,1453
25910,tej,ten,adj:sg:gen:f:pos,1453
25911,płaskiej,płaski,adj:sg:gen:f:pos,1453
25912,drogi,droga,subst:sg:gen:f,1453
25913,zatrzymujemy,zatrzymywać,fin:pl:pri:imperf,1453
25914,się,się,qub,1453
25915,przy,przy,prep:loc,1453
25916,jakiejś,jakiś,adj:sg:gen:f:pos,1453
25917,karczmie,karczma,subst:sg:dat:f,1453
25918,na,na,prep:acc,1453
25919,lekki,lekki,adj:sg:nom:m1:pos,1453
25920,posiłek,posiłek,subst:sg:nom:m3,1453
25921,.,.,interp,1453
25922,Bardzo,bardzo,adv:pos,1454
25923,romantycznie,romantycznie,adv:pos,1454
25924,to,to,conj,1454
25925,wygląda,wyglądać,fin:sg:ter:imperf,1454
25926,-,-,interp,1454
25927,w,w,prep:acc:nwok,1454
25928,dalszym,daleki,adj:sg:inst:m1:com,1454
25929,ciągu,ciąg,subst:sg:gen:m3,1454
25930,przeżywam,przeżywać,fin:sg:pri:imperf,1454
25931,Mayne,Mayne,ign,1454
25932,Reida,Reida,ign,1454
25933,czy,czy,conj,1454
25934,inne,inny,depr:pl:nom:m2,1454
25935,książki,książka,subst:sg:gen:f,1454
25936,z,z,prep:gen:nwok,1454
25937,przygodami,przygoda,subst:pl:inst:f,1454
25938,.,.,interp,1454
25939,Cała,cały,adj:sg:nom:f:pos,1455
25940,owa,ow,adj:sg:nom:f:pos,1455
25941,owa,ów,adj:sg:nom:f:pos,1455
25942,traktiernia,traktiernia,subst:sg:nom:f,1455
25943,pokryta,pokryć,ppas:sg:nom:f:perf:aff,1455
25944,jest,być,fin:sg:ter:imperf,1455
25945,wstążkami,wstążka,subst:pl:inst:f,1455
25946,i,i,conj,1455
25947,modnymi,modny,adj:pl:inst:m1:pos,1455
25948,tutaj,tutaj,adv:pos,1455
25949,trójkątnymi,trójkątny,adj:pl:inst:m1:pos,1455
25950,proporczykami,proporczyk,subst:pl:inst:m3,1455
25951,klubów,klub,subst:pl:gen:m3,1455
25952,sportowych,sportowy,adj:pl:gen:m1:pos,1455
25953,;,;,interp,1455
25954,na,na,prep:acc,1455
25955,każdy,każdy,adj:sg:nom:m1:pos,1455
25956,mecz,mecz,subst:sg:nom:m3,1455
25957,piłki,piłka,subst:sg:gen:f,1455
25958,nożnej,nożny,adj:sg:gen:f:pos,1455
25959,wydają,wydawać,fin:pl:ter:imperf,1455
25960,tutaj,tutaj,adv:pos,1455
25961,takie,taki,adj:sg:nom:n:pos,1455
25962,drukowane,drukowane,subst:sg:nom:n,1455
25963,chorągiewki,chorągiewka,subst:sg:gen:f,1455
25964,",",",",interp,1455
25965,są,być,fin:pl:ter:imperf,1455
25966,one,on,ppron3:pl:nom:m2:ter:akc:npraep,1455
25967,potem,potem,adv:pos,1455
25968,pamiątką,pamiątka,subst:sg:inst:f,1455
25969,tych,ten,adj:pl:gen:m1:pos,1455
25970,imprez,impreza,subst:pl:gen:f,1455
25971,.,.,interp,1455
25972,Właściciel,właściciel,subst:sg:nom:m1,1456
25973,widać,widać,pred,1456
25974,jest,być,fin:sg:ter:imperf,1456
25975,sportowcem,sportowiec,subst:sg:inst:m1,1456
25976,.,.,interp,1456
25977,Dalej,daleko,adv:pos,1457
25978,przejeżdżamy,przejeżdżać,fin:pl:pri:imperf,1457
25979,obok,obok,adv:pos,1457
25980,dużego,duży,adj:sg:gen:m1:pos,1457
25981,kościoła,kościół,subst:sg:gen:m3,1457
25982,.,.,interp,1457
25983,Jest,być,fin:sg:ter:imperf,1458
25984,to,to,conj,1458
25985,kościół,kościół,subst:sg:nom:m3,1458
25986,w,w,prep:acc:nwok,1458
25987,Lo,LO,subst:sg:nom:n,1458
25988,Vasco,Vasco,subst:sg:nom:m1,1458
25989,",",",",interp,1458
25990,słynny,słynny,adj:sg:nom:m1:pos,1458
25991,z,z,prep:gen:nwok,1458
25992,cudownej,cudowny,adj:sg:gen:f:pos,1458
25993,figurki,figurka,subst:sg:gen:f,1458
25994,Matki,matka,subst:sg:gen:f,1458
25995,Boskiej,boski,adj:sg:gen:f:pos,1458
25996,.,.,interp,1458
25997,Figurka,figurka,subst:sg:nom:f,1459
25998,ta,ta,qub,1459
25999,nie,nie,conj,1459
26000,znajduje,znajdować,fin:sg:ter:imperf,1459
26001,znajduje,znajdywać,fin:sg:ter:imperf,1459
26002,się,się,qub,1459
26003,w,w,prep:acc:nwok,1459
26004,owym,owo,subst:sg:inst:n,1459
26005,dużym,duży,adj:sg:inst:m1:pos,1459
26006,kościele,kościół,subst:sg:loc:m3,1459
26007,",",",",interp,1459
26008,tylko,tylko,conj,1459
26009,w,w,prep:acc:nwok,1459
26010,malutkiej,malutki,adj:sg:gen:f:pos,1459
26011,kapliczce,kapliczka,subst:sg:dat:f,1459
26012,",",",",interp,1459
26013,położonej,położyć,ppas:sg:gen:f:perf:aff,1459
26014,tuż,tuż,adv:pos,1459
26015,przy,przy,prep:loc,1459
26016,drodze,droga,subst:sg:dat:f,1459
26017,i,i,conj,1459
26018,jak,jak,conj,1459
26019,gdyby,gdyby,comp,1459
26020,nawet,nawet,qub,1459
26021,nad,nad,prep:acc:nwok,1459
26022,drogą,droga,subst:sg:inst:f,1459
26023,czuwającej,czuwać,pact:sg:gen:f:imperf:aff,1459
26024,.,.,interp,1459
26025,Istnieje,istnieć,fin:sg:ter:imperf,1460
26026,podanie,podanie,subst:sg:nom:n,1460
26027,(,(,interp,1460
26028,zapewne,zapewne,qub,1460
26029,usilnie,usilnie,adv:pos,1460
26030,podtrzymywane,podtrzymywać,ppas:sg:nom:n:imperf:aff,1460
26031,przez,przez,prep:acc:nwok,1460
26032,mnichów,mnich,subst:pl:gen:m1,1460
26033,tego,to,subst:sg:gen:n,1460
26034,kościoła,kościół,subst:sg:gen:m3,1460
26035,),),interp,1460
26036,",",",",interp,1460
26037,że,że,comp,1460
26038,podróżny,podróżny,subst:sg:nom:m1,1460
26039,",",",",interp,1460
26040,jadący,jechać,pact:sg:nom:m1:imperf:aff,1460
26041,z,z,prep:gen:nwok,1460
26042,Santiago,Santiago,subst:sg:nom:m1,1460
26043,do,do,prep:gen,1460
26044,Valparaiso,Valparaiso,ign,1460
26045,albo,albo,conj,1460
26046,odwrotnie,odwrotnie,adv:pos,1460
26047,",",",",interp,1460
26048,który,który,adj:sg:nom:m1:pos,1460
26049,nie,nie,conj,1460
26050,opłaci,opłacić,fin:sg:ter:perf,1460
26051,się,się,qub,1460
26052,tej,ten,adj:sg:gen:f:pos,1460
26053,czuwającej,czuwać,pact:sg:gen:f:imperf:aff,1460
26054,nad,nad,prep:acc:nwok,1460
26055,drogą,droga,subst:sg:inst:f,1460
26056,Madonnie,Madonna,subst:sg:dat:f,1460
26057,Madonnie,madonna,subst:sg:dat:f,1460
26058,",",",",interp,1460
26059,będzie,być,bedzie:sg:ter:imperf,1460
26060,miał,miał,subst:sg:nom:m3,1460
26061,nieprzyjemną,nieprzyjemny,adj:sg:acc:f:pos,1460
26062,przygodę,przygoda,subst:sg:acc:f,1460
26063,w,w,prep:acc:nwok,1460
26064,drodze,droga,subst:sg:dat:f,1460
26065,.,.,interp,1460
26066,Moi,moi,subst:pl:nom:m1,1461
26067,Moi,mój,subst:pl:nom:m1,1461
26068,"""","""",interp,1461
26069,szoferzy,szofer,subst:pl:nom:m1,1461
26070,"""","""",interp,1461
26071,",",",",interp,1461
26072,chociaż,chociaż,comp,1461
26073,zapewne,zapewne,qub,1461
26074,nie,nie,conj,1461
26075,zaliczają,zaliczać,fin:pl:ter:imperf,1461
26076,się,się,qub,1461
26077,bynajmniej,bynajmniej,qub,1461
26078,do,do,prep:gen,1461
26079,wierzących,wierząca,subst:pl:gen:f,1461
26080,",",",",interp,1461
26081,zatrzymują,zatrzymywać,fin:pl:ter:imperf,1461
26082,samochód,samochód,subst:sg:nom:m3,1461
26083,i,i,conj,1461
26084,idą,iść,fin:pl:ter:imperf,1461
26085,do,do,prep:gen,1461
26086,kapliczki,kapliczka,subst:sg:gen:f,1461
26087,",",",",interp,1461
26088,by,by,comp,1461
26089,złożyć,złożyć,inf:perf,1461
26090,ową,ow,adj:sg:acc:f:pos,1461
26091,ową,ów,adj:sg:acc:f:pos,1461
26092,daninę,danina,subst:sg:acc:f,1461
26093,do,do,prep:gen,1461
26094,specjalnej,specjalny,adj:sg:gen:f:pos,1461
26095,puszki,puszek,subst:pl:nom:m3,1461
26096,",",",",interp,1461
26097,umieszczonej,umieścić,ppas:sg:gen:f:perf:aff,1461
26098,u,u,prep:gen,1461
26099,stóp,stopa,subst:pl:gen:f,1461
26100,niewielkiego,niewielki,subst:sg:gen:m1,1461
26101,posążku,posążek,subst:sg:loc:m3,1461
26102,",",",",interp,1461
26103,ustrojonego,ustroić,ppas:sg:gen:m1:perf:aff,1461
26104,w,w,prep:acc:nwok,1461
26105,koronki,koronka,subst:sg:gen:f,1461
26106,.,.,interp,1461
26107,Idę,Ida,subst:sg:acc:f,1462
26108,i,i,conj,1462
26109,ja,ja,ppron12:sg:nom:m1:pri,1462
26110,z,z,prep:gen:nwok,1462
26111,nimi,on,ppron3:pl:inst:m1:ter:akc:npraep,1462
26112,.,.,interp,1462
26113,Interesująco,interesująco,adv:pos,1463
26114,zapowiada,zapowiadać,fin:sg:ter:imperf,1463
26115,się,się,qub,1463
26116,rewanż,rewanż,subst:sg:nom:m3,1463
26117,ŁSTW,ŁSTW,ign,1463
26118,z,z,prep:gen:nwok,1463
26119,mistrzem,mistrz,subst:sg:inst:m1,1463
26120,Rumunii,Rumunia,subst:sg:gen:f,1463
26121,Rapidem,Rapidem,ign,1463
26122,",",",",interp,1463
26123,któremu,który,adj:sg:dat:m1:pos,1463
26124,nasza,nasz,adj:sg:nom:f:pos,1463
26125,drużyna,drużyna,subst:sg:nom:f,1463
26126,uległa,uległy,adj:sg:nom:f:pos,1463
26127,w,w,prep:acc:nwok,1463
26128,Mariborze,Mariborze,ign,1463
26129,w,w,prep:acc:nwok,1463
26130,czwartej,czwarta,subst:sg:gen:f,1463
26131,części,część,subst:sg:gen:f,1463
26132,dogrywki,dogrywka,subst:sg:gen:f,1463
26133,po,po,prep:acc,1463
26134,złotym,złoty,subst:sg:inst:m2,1463
26135,golu,gol,subst:sg:loc:m2,1463
26136,(,(,interp,1463
26137,6,6,num:pl:nom:m1:rec,1463
26138,:,:,interp,1463
26139,7,7,num:pl:nom:m1:rec,1463
26140,),),interp,1463
26141,.,.,interp,1463
26142,W,w,prep:acc:nwok,1464
26143,Budapeszcie,Budapeszt,subst:sg:loc:m3,1464
26144,łodzianie,łodzianin,subst:pl:nom:m1,1464
26145,będą,być,bedzie:pl:ter:imperf,1464
26146,mieli,mieć,praet:pl:m1:imperf,1464
26147,jednak,jednak,conj,1464
26148,silniejszy,silny,adj:sg:nom:m1:com,1464
26149,skład,skład,subst:sg:nom:m3,1464
26150,",",",",interp,1464
26151,a,a,conj,1464
26152,więc,więc,conj,1464
26153,liczymy,liczyć,fin:pl:pri:imperf,1464
26154,",",",",interp,1464
26155,że,że,comp,1464
26156,tym,tym,conj,1464
26157,razem,razem,adv:pos,1464
26158,nasz,nasz,adj:sg:nom:m1:pos,1464
26159,zespół,zespół,subst:sg:nom:m3,1464
26160,będzie,być,bedzie:sg:ter:imperf,1464
26161,się,się,qub,1464
26162,cieszył,cieszyć,praet:sg:m1:imperf,1464
26163,po,po,prep:acc,1464
26164,meczu,mecz,subst:sg:gen:m3,1464
26165,.,.,interp,1464
26166,Przypomnijmy,przypomnieć,impt:pl:pri:perf,1465
26167,inne,inny,depr:pl:nom:m2,1465
26168,wyniki,wynik,subst:pl:nom:m3,1465
26169,Rapidu,Rapidu,ign,1465
26170,z,z,prep:gen:nwok,1465
26171,turnieju,turniej,subst:sg:gen:m3,1465
26172,w,w,prep:acc:nwok,1465
26173,Mariborze,Mariborze,ign,1465
26174,:,:,interp,1465
26175,z,z,prep:gen:nwok,1465
26176,Heybeliadą,Heybeliadą,ign,1465
26177,Stambuł,Stambuł,subst:sg:nom:m3,1465
26178,13,13,num:pl:nom:m1:rec,1465
26179,:,:,interp,1465
26180,7,7,num:pl:nom:m1:rec,1465
26181,",",",",interp,1465
26182,z,z,prep:gen:nwok,1465
26183,Sabadel,Sabadel,ign,1465
26184,5,5,num:pl:nom:m1:rec,1465
26185,:,:,interp,1465
26186,9,9,num:pl:nom:m1:rec,1465
26187,",",",",interp,1465
26188,z,z,prep:gen:nwok,1465
26189,Ethnikosem,Ethnikosem,ign,1465
26190,Pireus,Pireus,subst:sg:nom:m3,1465
26191,11,11,num:pl:nom:m1:rec,1465
26192,:,:,interp,1465
26193,10,10,num:pl:nom:m1:rec,1465
26194,i,i,conj,1465
26195,z,z,prep:gen:nwok,1465
26196,Branikiem,Branikiem,ign,1465
26197,Maribor,Maribor,ign,1465
26198,11,11,num:pl:nom:m1:rec,1465
26199,:,:,interp,1465
26200,8,8,num:pl:nom:m1:rec,1465
26201,.,.,interp,1465
26202,Nie,nie,conj,1466
26203,ma,mój,adj:sg:nom:f:pos,1466
26204,co,co,comp,1466
26205,straszyć,straszyć,inf:imperf,1466
26206,także,także,qub,1466
26207,trzecią,trzecia,subst:sg:acc:f,1466
26208,drużyną,drużyna,subst:sg:inst:f,1466
26209,Francji,Francja,subst:sg:gen:f,1466
26210,CN,CN,ign,1466
26211,Strasbourg,Strasbourg,ign,1466
26212,.,.,interp,1466
26213,Ustępuje,ustępować,fin:sg:ter:imperf,1467
26214,ona,on,ppron3:sg:nom:f:ter:akc:npraep,1467
26215,znacznie,znacznie,adv:pos,1467
26216,zespołom,zespół,subst:pl:dat:m3,1467
26217,z,z,prep:gen:nwok,1467
26218,Nicei,Nicea,subst:sg:gen:f,1467
26219,i,i,conj,1467
26220,Marsylii,Marsylia,subst:sg:gen:f,1467
26221,Marsylii,marsylia,subst:sg:gen:f,1467
26222,",",",",interp,1467
26223,nie,nie,conj,1467
26224,ma,mój,adj:sg:nom:f:pos,1467
26225,w,w,prep:acc:nwok,1467
26226,składzie,skład,subst:sg:loc:m3,1467
26227,indywidualności,indywidualność,subst:sg:gen:f,1467
26228,z,z,prep:gen:nwok,1467
26229,zagranicy,zagranica,subst:sg:gen:f,1467
26230,.,.,interp,1467
26231,Na,na,prep:acc,1468
26232,turnieju,turniej,subst:sg:gen:m3,1468
26233,",",",",interp,1468
26234,którego,który,adj:sg:gen:m1:pos,1468
26235,był,być,praet:sg:m1:imperf,1468
26236,organizatorem,organizator,subst:sg:inst:m1,1468
26237,CN,CN,ign,1468
26238,Strasbourg,Strasbourg,ign,1468
26239,uzyskał,uzyskać,praet:sg:m1:perf,1468
26240,wyniki,wynik,subst:pl:nom:m3,1468
26241,:,:,interp,1468
26242,z,z,prep:gen:nwok,1468
26243,FREM,FREM,ign,1468
26244,Odense,Odense,ign,1468
26245,15,15,num:pl:nom:m1:rec,1468
26246,:,:,interp,1468
26247,5,5,num:pl:nom:m1:rec,1468
26248,",",",",interp,1468
26249,z,z,prep:gen:nwok,1468
26250,Vasasem,Vasasem,ign,1468
26251,Budapeszt,Budapeszt,subst:sg:nom:m3,1468
26252,5,5,num:pl:nom:m1:rec,1468
26253,:,:,interp,1468
