,base,parts_of_speech,n_occurrences
72011,realism,?,1
72012,Kozłówce,?,2
72013,romantyka,rzecz,1
72014,prasocrealistycznej,?,1
72015,Polewoj,rzecz,1
72016,Gładkowa,?,1
72017,patos,rzecz,1
72018,służalec,rzecz,1
72019,zakłamanie,rzecz,1
72020,ZZLP,?,1
72021,Wilczek,rzecz,1
72022,Brandys,rzecz,1
72023,Konwicki,rzecz,2
72024,Dzierżyńska,rzecz,1
72025,dyktat,rzecz,1
72026,szczerze,przys,2
72027,wszechobejmujący,przym,1
72028,monopol,rzecz,2
72029,przenikający,przym,1
72030,judasz,rzecz,2
72031,gnębić,czas,1
72032,Putrament,?,1
72033,kanarek,rzecz,1
72034,pańszczyzna,rzecz,1
72035,hojnie,przys,1
72036,leniuch,rzecz,1
72037,zróżnicować,czas,1
72038,ludowość,rzecz,2
72039,apologetyczno,?,1
72040,przemycać,czas,1
72041,postimpresjonizm,rzecz,1
72042,kapizm,rzecz,1
72043,Brodski,rzecz,1
72044,Gierasimow,?,1
72045,Kreml,rzecz,1
72046,kreml,rzecz,2
72047,Joganson,?,1
72048,traktorzysta,rzecz,1
72049,Lubartów,rzecz,1
72050,przeskalować,czas,1
72051,zdobniczy,przym,2
72052,attyk,rzecz,1
72053,monumentalność,rzecz,1
72054,Łomonosow,rzecz,1
72055,Rudniew,?,3
72056,umiar,rzecz,1
72057,MDM,rzecz,4
72058,KDM,?,1
72059,smyk,rzecz,1
72060,Nowotka,rzecz,1
72061,Nowotko,rzecz,1
72062,potępiony,rzecz,1
72063,obrzeżny,przym,1
72064,czytelnie,przys,1
72065,pretensjonalność,rzecz,1
72066,monotonny,przym,2
72067,blokowisko,rzecz,1
72068,Makbet,?,1
72069,mceński,przym,1
72070,formalistyczny,przym,2
72071,antyludowy,przym,1
72072,Prokofiew,rzecz,1
72073,Chaczaturian,rzecz,1
72074,prawomyślność,rzecz,1
72075,konsonować,czas,1
72076,kantatowy,przym,1
72077,Prokofjew,?,1
72078,Wissarion,?,1
72079,Szebalin,?,1
72080,Dunajewski,?,1
72081,Łagów,rzecz,1
72082,Krenz,rzecz,4
72083,wstydliwy,przym,1
72084,rozmijać,czas,1
72085,Gradstein,?,2
72086,Panufnik,rzecz,1
72087,Turski,rzecz,1
72088,Hanns,?,1
72089,Eisler,?,1
72090,Dowżenko,rzecz,1
72091,przypinać,czas,2
72092,Dzigi,?,1
72093,Wiertowa,?,1
72094,Czapajew,?,1
72095,Wasiliewów,?,1
72096,dialektyka,rzecz,1
72097,Cękalskiego,?,2
72098,łan,rzecz,7
72099,artyzm,rzecz,1
72100,Kawalerowicza,?,1
72101,schematyczność,rzecz,1
72102,Baltazar,rzecz,1
72103,Passendorfer,rzecz,1
72104,Wiktoryn,rzecz,1
72105,Matuszewicz,?,1
72106,Matusewicz,?,1
72107,Matusiewicz,?,1
72108,Matuszewic,?,1
72109,1765,rzecz,1
72110,Raśni,?,1
72111,Matuszewicza,?,4
72112,Sandomierskie,rzecz,1
72113,Przebendowską,?,1
72114,Bouclier,?,1
72115,Koźmian,rzecz,5
72116,wszystkiem,?,2
72117,wielkiemi,?,1
72118,nadewszystko,?,1
72119,rzadkiem,?,1
72120,zamożność,rzecz,1
72121,krasomówstwo,rzecz,1
72122,Matusewiczowi,?,1
72123,wybornie,przys,1
72124,lepjej,?,1
72125,wysłowić,czas,1
72126,rozwlekłość,rzecz,1
72127,zgoła,?,1
72128,niepojęty,przym,1
72129,juź,?,1
72130,niknącemi,?,1
72131,prawidło,rzecz,1
72132,przekonywający,przym,3
72133,mierzchem,?,1
72134,dźwigać,czas,1
72135,Matuszewiczem,?,1
72136,zawodzący,przym,1
72137,zawistny,rzecz,1
72138,Czarnolas,rzecz,1
72139,nieżyczliwy,rzecz,1
72140,sielski,przym,1
72141,Ciachcinie,?,1
72142,turno,?,1
72143,wygł,?,1
72144,Gutakowskiego,?,1
72145,jaśnie,przys,1
72146,wielmożny,rzecz,1
72147,Matuszewica,?,1
72148,poselskiey,?,1
72149,inc,?,1
72150,szanowny,przym,1
72151,prześwietny,przym,1
72152,poselsko,przys,1
72153,przedr,?,2
72154,ulotny,przym,1
72155,Horacjusz,rzecz,1
72156,1270,rzecz,1
72157,zbytek,rzecz,2
72158,Kropińskiego,?,2
72159,Sieniawy,?,1
72160,Delille,?,2
72161,imaginacja,rzecz,1
72162,fragm,?,3
72163,Kempis,?,1
72164,Glueksberg,?,1
72165,Horatius,?,1
72166,Vergilius,?,1
72167,Eneida,rzecz,2
72168,Eurialus,?,1
72169,Nisus,?,1
72170,inform,?,1
72171,Birkenmajer,?,1
72172,sygn,?,8
72173,Kruszyński,rzecz,1
72174,ogł,?,3
72175,Arch,?,1
72176,Ministère,?,1
72177,Affaires,?,1
72178,Étrangères,?,1
72179,Pologne,?,1
72180,Saxe,?,1
72181,Hauptstaatsarchiv,?,1
72182,Handelsman,?,1
72183,porozbiorowy,przym,1
72184,2031,rzecz,1
72185,Wybicki,rzecz,2
72186,Skałkowski,?,2
72187,Kołłątaj,rzecz,1
72188,grodek,rzecz,1
72189,3097,rzecz,1
72190,Gomulicki,?,1
72191,Salim,?,1
72192,Toama,?,1
72193,סלים,?,1
72194,טועמה,?,1
72195,siedmiokąt,rzecz,1
72196,foremny,przym,1
72197,Racerville,?,1
72198,bzik,rzecz,1
72199,Dash,?,1
72200,Mags,?,1
72201,Strut,?,1
72202,Stinkbert,?,1
72203,Clutch,?,1
72204,zgrany,przym,1
72205,zawrotny,przym,1
72206,supermaszyna,rzecz,1
72207,Ebb,?,1
72208,Alden,?,1
72209,Laborde,?,3
72210,Drilling,?,1
72211,odEco,rzecz,1
72212,AHTS,?,1
72213,PSV,?,1
72214,oceanograficzny,przym,1
72215,Tidewater,?,1
72216,Aldena,?,1
72217,Wichard,?,1
72218,Möllendorf,?,1
72219,Lindenbergu,?,1
72220,Wittenberge,?,1
72221,Havelbergu,?,1
72222,Lutynią,?,1
72223,Hochkirch,?,1
72224,Torgau,?,1
72225,Burkatowem,?,1
72226,Szyndler,?,1
72227,Cost,?,1
72228,Goods,?,1
72229,KWS,?,2
72230,Alborn,?,4
72231,Anchorage,?,2
72232,Cessnę,?,1
72233,więzadło,rzecz,1
72234,Rönne,?,3
72235,Cordemann,?,1
72236,Seestermühe,?,1
72237,Glückstadt,?,1
72238,frankfurcki,przym,1
72239,Marthę,?,1
72240,Haase,?,2
72241,zakrwawić,czas,1
72242,Muçy,?,1
72243,Litari,?,1
72244,zjarrte,?,1
72245,Naum,rzecz,1
72246,Fortesa,?,1
72247,Miti,?,2
72248,Gjergja,?,2
72249,zachłanność,rzecz,2
72250,Perika,?,1
72251,Gjezi,?,1
72252,Vasili,?,1
72253,Sanda,?,2
72254,Vasillaq,?,1
72255,Vangjeli,?,1
72256,Komiari,?,1
72257,Burdhima,?,1
72258,Xhemil,?,1
72259,Tagani,?,1
72260,Maksut,?,1
72261,Gjema,?,1
72262,Maksuta,?,1
72263,Rusinek,?,3
72264,Rosolak,?,1
72265,Ruszczyński,?,1
72266,Compositions,?,1
72267,Zhaojue,?,6
72268,zhengguan,?,1
72269,貞觀,?,1
72270,Weifeng,?,1
72271,威風山,?,1
72272,成都,?,1
72273,川西第一禪林,?,1
72274,建元,?,1
72275,xuanzong,?,1
72276,唐宣宗,?,1
72277,shenzong,?,1
72278,宋神宗,?,1
72279,1078,rzecz,1
72280,1085,rzecz,2
72281,十方叢林,?,1
72282,chongning,?,1
72283,1102,rzecz,1
72284,1106,rzecz,1
72285,禪林,?,1
72286,Keqina,?,3
72287,Foguo,?,2
72288,xinyao,?,1
72289,Xiumeng,?,1
72290,休夢,?,1
72291,Yanmei,?,1
72292,延美,?,1
72293,Chunbai,?,1
72294,純白,?,1
72295,Pengshan,?,1
72296,Zhirun,?,1
72297,彭山智潤,?,1
72298,Zhangxue,?,1
72299,丈雪通醉,?,1
72300,Daokui,?,1
72301,道魁,?,1
72302,Qingding,?,1
72303,清定,?,1
72304,Kamakury,?,1
72305,鎌倉時代,?,1
72306,Poshana,?,1
72307,Chenghua,?,1
72308,610057,rzecz,1
72309,temple.jpg,rzecz,1
72310,Yingshirenjian,?,1
72311,Ignatjewicz,?,1
72312,Fiłatjew,?,2
72313,Валентин,?,1
72314,Игнатьевич,?,1
72315,Филатьев,?,1
72316,Malinowce,?,1
72317,tiumeńskim,?,1
72318,Орёл,?,1
72319,przeciwrakietowy,przym,2
72320,wykluczony,przym,1
72321,Nielubowem,?,1
72322,Anikiejewem,?,1
72323,utarczka,rzecz,2
72324,komendantura,rzecz,1
72325,Mariano,?,2
72326,Nicolás,?,2
72327,Tandili,?,1
72328,Estudiantes,?,2
72329,Avellaneda,?,1
72330,Gonzalez,?,1
72331,Gödöllő,?,1
72332,Monori,?,1
72333,Gattendorf,?,1
72334,Fuderer,?,1
72335,Suboticy,?,1
72336,Palamós,?,1
72337,Borislavem,?,4
72338,Ivkovem,?,2
72339,Braslavem,?,3
72340,Rabarem,?,3
72341,Petarem,?,3
72342,Trifunoviciem,?,2
72343,Vasją,?,1
72344,Pircem,?,1
72345,Uhlmannem,?,1
72346,Donnerem,?,2
72347,Bledzie,?,2
72348,Najdorfem,?,1
72349,Albericem,?,2
72350,O'Kelly,?,2
72351,Galwayem,?,2
72352,Miliciem,?,2
72353,Saabrücken,?,1
72354,Aleksandarem,?,1
72355,Matanoviciem,?,1
72356,Keresem,?,1
72357,Ludek,rzecz,2
72358,Pachmanem,?,1
72359,Bronsteina,?,1
72360,2674,rzecz,1
72361,Linzhou,?,1
72362,Wuhan,?,1
72363,qua,?,1
72364,kosmonautka,rzecz,3
72365,rekordowo,przys,1
72366,Walentyna,rzecz,1
72367,Tierieszkowa,rzecz,1
72368,Haldeman,?,3
72369,Bethesdzie,?,2
72370,Gainesville,?,1
72371,Haldemana,?,3
72372,Attar's,?,1
72373,Nerves,?,1
72374,Mindbridge,?,1
72375,Sins,?,2
72376,Remembered,?,1
72377,Svaro,?,1
72378,Dealing,?,1
72379,Futures,?,1
72380,Buying,?,2
72381,Saul's,?,1
72382,Camouflage,?,1
72383,Separate,?,1
72384,Accidental,?,1
72385,Oppen,?,3
72386,éternelle,?,1
72387,jamais,?,1
72388,Tricentennial,?,1
72389,Nebula'93,?,2
72390,Wiącek,?,3
72391,Trzcianka,rzecz,3
72392,Jędruś,rzecz,4
72393,mielecki,przym,1
72394,Maczek,rzecz,1
72395,Opatów,rzecz,1
72396,strużek,rzecz,2
72397,Turska,rzecz,1
72398,Łoniowie,?,1
72399,Osieczkiem,?,1
72400,Chołocińską,?,1
72401,Wiącka,?,1
72402,odsiadka,rzecz,1
72403,Kwidzyn,rzecz,1
72404,Lushnji,?,1
72405,Zyraki,?,1
72406,Zyraka,?,1
72407,Gjurma,?,1
72408,Artana,?,1
72409,Zaka,?,3
72410,Shano,?,1
72411,Qazima,?,2
72412,Eleni,?,1
72413,Gjeneral,?,1
72414,gramafoni,?,1
72415,Dollia,?,1
72416,dasmës,?,1
72417,hapin,?,1
72418,shokëve,?,1
72419,emerimit,?,1
72420,Shokët,?,1
72421,Genciego,?,1
72422,ngrohtë,?,1
72423,Besima,?,1
72424,Militanti,?,1
72425,Visara,?,1
72426,Lilo,?,1
72427,Mertirja,?,1
72428,Gabimi,?,1
72429,Fillim,?,1
72430,vështirë,?,1
72431,Tefta,?,1
72432,Kristulla,?,1
72433,Pesha,?,1
72434,kohës,?,1
72435,vajze,?,1
72436,dje,?,1
72437,diale,?,1
72438,Kristina,?,2
72439,diela,?,1
72440,Mirupafshim,?,2
72441,Lenini,?,1
72442,Elizabeta,?,1
72443,kërkim,?,1
72444,kujt,?,1
72445,Tatjana,?,1
72446,Nikołajewa,?,1
72447,Bieżycy,?,1
72448,Briańska,?,2
72449,Goldenweisera,?,1
72450,Gołubiew,rzecz,1
72451,bachowski,przym,1
72452,juror,rzecz,1
72453,flara,rzecz,1
72454,blik,rzecz,1
72455,napylanie,rzecz,1
72456,kwiatek,rzecz,1
72457,tulipan,rzecz,3
72458,przysłaniać,czas,1
72459,szerokokątny,przym,2
72460,bagnetowy,przym,1
72461,zapadka,rzecz,1
72462,rotować,czas,1
72463,gwint,rzecz,1
72464,głębszy,rzecz,1
72465,domocowanego,?,1
72466,rozbryzg,rzecz,1
72467,reporterski,przym,1
72468,upuścić,czas,1
72469,niedoświadczenie,rzecz,1
72470,Silvino,?,1
72471,Martínez,?,1
72472,Cárdenas,?,1
72473,Matanzas,?,1
72474,Clara,?,1
72475,Karasiowem,?,1
72476,Kirowem,?,1
72477,Suetinem,?,2
72478,Bayamo,?,1
72479,Zapatą,?,1
72480,Guillermo,?,1
72481,Gonzálezem,?,1
72482,Amadorem,?,1
72483,Rodriguezem,?,1
72484,Sunye,?,1
72485,Bellonem,?,2
72486,Lopezem,?,2
72487,Mislacie,?,1
72488,Mancha,?,1
72489,Matamorosem,?,1
72490,Mellado,?,1
72491,Trivino,?,1
72492,Slobodjanem,?,1
72493,2470,rzecz,1
72494,Nikolaus,?,1
72495,Luckner,?,13
72496,Seeteufel,?,2
72497,rajdera,?,1
72498,Seeadler,?,5
72499,Piraten,?,1
72500,Kaisers,?,1
72501,Petrą,?,1
72502,Inge,?,1
72503,Szwedka,rzecz,1
72504,Ingeborg,?,1
72505,Engeström,?,1
72506,Lucknera,?,7
72507,zamustrować,czas,1
72508,majtek,rzecz,1
72509,żeglować,czas,1
72510,latryna,rzecz,2
72511,rozkołysać,czas,1
72512,harpun,rzecz,1
72513,uczepić,czas,1
72514,podziobać,czas,1
72515,latarnik,rzecz,1
72516,Leeuwin,?,1
72517,flagranti,?,1
72518,cyrkowiec,rzecz,1
72519,tawerna,rzecz,1
72520,bokserski,przym,1
72521,komenderować,czas,1
72522,trzymasztowy,przym,2
72523,ucharakteryzować,czas,1
72524,drewnowiec,rzecz,1
72525,czteromasztowy,przym,1
72526,Cambronne,?,1
72527,rej,rzecz,1
72528,ożaglowanie,rzecz,1
72529,zażegnać,czas,1
72530,Seeadlerem,?,1
72531,Horngarth,?,1
72532,Seeadlera,?,3
72533,poławiacz,rzecz,1
72534,Mopelia,?,1
72535,Polinezja,rzecz,1
72536,lekkomyślnie,przys,1
72537,niedoświadczony,przym,1
72538,zdryfować,czas,1
72539,niezrażony,przym,1
72540,Fidżi,?,2
72541,Mopelię,?,2
72542,Atiu,?,1
72543,Aitutaki,?,1
72544,podejrzliwość,rzecz,1
72545,nowozelandzki,przym,3
72546,Rarotonga,?,1
72547,Wakaya,?,2
72548,Amra,?,1
72549,rozlew,rzecz,1
72550,Nowozelandczyk,rzecz,1
72551,Moituhe,?,1
72552,Auckland,?,3
72553,Lutece,?,2
72554,Mopelii,?,2
72555,Pago,?,2
72556,Chilijczyk,rzecz,1
72557,Samoa,rzecz,1
72558,zatorski,przym,1
72559,sekstant,rzecz,2
72560,maszynka,rzecz,1
72561,niepostrzeżenie,przys,1
72562,podkradać,czas,2
72563,przezorny,przym,1
72564,odcumować,czas,1
72565,Colville,?,1
72566,nasłuchiwać,czas,1
72567,moa,rzecz,3
72568,Kermadec,?,1
72569,kotwicowisko,rzecz,1
72570,goldenen,?,1
72571,Kugel,?,1
72572,oczarowywać,czas,1
72573,wolnomularstwo,rzecz,1
72574,Janson,?,2
72575,lej,rzecz,1
72576,rym,rzecz,2
72577,Glücknerem,?,1
72578,Glück,?,3
72579,Ohlsdorf,?,1
72580,EG,?,6
72581,Nordraaka,?,1
72582,Sørgemarsj,?,1
72583,Rikard,?,1
72584,Nordraak,?,1
72585,instrumentacja,rzecz,14
72586,Solveigs,?,7
72587,sang,?,3
72588,Solwejgi,?,4
72589,Gynt,?,19
72590,Vuggevise,?,3
72591,Gynta,?,4
72592,Fra,?,5
72593,Pincio,?,3
72594,Bjørnstjerne,?,10
72595,Bjørnson,?,8
72596,svane,?,1
72597,Våren,?,3
72598,aranż,rzecz,1
72599,Aasmund,?,2
72600,Olavsson,?,2
72601,Vinje,?,2
72602,Wergeland,?,2
72603,Paulsen,?,5
72604,Det,?,9
72605,første,?,4
72606,møde,?,2
72607,zinstrumentować,czas,5
72608,Høst,?,1
72609,opusowym,?,1
72610,Foran,?,1
72611,Sydens,?,1
72612,kloster,?,1
72613,Bjørnsona,?,2
72614,Jorsalfar,?,1
72615,Hornsignaler,?,1
72616,Borghilds,?,2
72617,Drøm,?,3
72618,intermezzo,rzecz,2
72619,Borghildy,?,1
72620,Ved,?,6
72621,Mannjevningen,?,3
72622,Kvad,?,1
72623,Norrønafolket,?,1
72624,det,?,1
72625,vil,?,3
72626,fare,?,1
72627,Hyldningsmarsj,?,2
72628,Kongekvadet,?,1
72629,Bryllupsgården,?,1
72630,Hallingiem,?,1
72631,Brudefolget,?,1
72632,drager,?,2
72633,forbi,?,3
72634,Bohlmanna,?,1
72635,Halling,?,8
72636,Springdans,?,8
72637,Bruderovet,?,2
72638,Ingrids,?,2
72639,Klage,?,1
72640,og,?,15
72641,Sæterjentene,?,1
72642,pasterka,rzecz,1
72643,Grønkledde,?,1
72644,På,?,3
72645,Ridestellet,?,1
72646,Storfolk,?,1
72647,kjendes,?,1
72648,Dovregubbens,?,3
72649,av,?,3
72650,datter,?,1
72651,jages,?,1
72652,forfulgt,?,1
72653,trollene,?,1
72654,goniony,rzecz,1
72655,Bøygen,?,1
72656,Åses,?,2
72657,død,?,1
72658,Morgenstemning,?,2
72659,Tyven,?,1
72660,heleren,?,1
72661,paser,rzecz,1
72662,Arabisk,?,2
72663,Anitras,?,2
72664,Anitry,?,2
72665,Gynts,?,3
72666,serenade,?,1
72667,Anitra,?,2
72668,ved,?,3
72669,Memnonstøtten,?,1
72670,hjemfart,?,2
72671,Stromfull,?,1
72672,aften,?,1
72673,på,?,7
72674,havet,?,1
72675,Skipsforliset,?,1
72676,Solveig,?,2
72677,synger,?,2
72678,hytten,?,1
72679,Solwejga,?,1
72680,Nattscene,?,1
72681,Pinsesalme,?,1
72682,Velsignede,?,1
72683,Morgen,?,1
72684,zielonoświątkowy,przym,1
72685,Vuggesang,?,4
72686,Landkjenning,?,1
72687,Bergtekne,?,1
72688,Hjertesår,?,1
72689,sårede,?,1
72690,Holberga,?,2
72691,Holbergs,?,1
72692,tid,?,1
72693,sarabanda,rzecz,1
72694,rigaudon,rzecz,1
72695,Bergliot,?,1
72696,Dod,?,1
72697,Olava,?,1
72698,Trygvasona,?,1
72699,Tryggvason,?,1
72700,staronorweski,przym,1
72701,instr,?,2
72702,Møte,?,2
72703,Møde,?,1
72704,Gjætergut,?,2
72705,Klokkeklang,?,2
72706,Gangar,?,4
72707,instrum,?,2
72708,Troldtog,?,2
72709,klage,?,1
72710,Solvejgi,?,1
72711,Sigurda,?,1
72712,Jorsalfara,?,1
72713,mandjaevningen,?,1
72714,Kulokk,?,2
72715,Stabbelåten,?,1
72716,marcato,?,2
72717,giocoso,?,1
72718,risoluto,?,1
72719,Troldhaugen,?,3
72720,Bryllupsdag,?,2
72721,Mannsang,?,1
72722,mandsang,?,1
72723,Adolph,?,1
72724,Brorson,?,3
72725,Ludvig,rzecz,2
72726,Lindemana,?,1
72727,Jeg,?,10
72728,lagde,?,1
72729,så,?,1
72730,sildig,?,1
72731,jakże,przys,2
72732,Bådn,?,1
72733,låt,?,1
72734,Torö,?,1
72735,liti,?,1
72736,Kvålins,?,1
72737,halling,?,4
72738,Dæ,?,2
72739,æ,?,1
72740,største,?,2
72741,Dårligheit,?,1
72742,Går,?,1
72743,Kveld,?,1
72744,Deiligste,?,1
72745,blandt,?,1
72746,Kvinder,?,1
72747,store,?,1
72748,hvide,?,1
72749,Flok,?,1
72750,Fantegutten,?,1
72751,Rötnams,?,1
72752,knut,rzecz,3
72753,salmer,?,1
72754,opusowane,?,1
72755,Hvad,?,1
72756,skjøn,?,1
72757,Guds,?,1
72758,Søn,?,1
72759,gjordt,?,1
72760,meg,?,1
72761,fri,?,1
72762,Kristus,?,1
72763,opfaren,?,1
72764,wzburzyć,czas,2
72765,Tomissøn,?,1
72766,Himmelen,?,1
72767,Laurenti,?,1
72768,nieopusowane,?,1
72769,http://www.recmusic.org/lieder/g/grieg_opcat.html,rzecz,1
72770,www.recmusic.org,rzecz,1
72771,sanger,?,4
72772,Müllerin,?,1
72773,młynarek,rzecz,1
72774,Adelbert,rzecz,4
72775,Chamisso,?,4
72776,Eingehüllt,?,1
72777,grauen,?,1
72778,Wolken,?,1
72779,dunkeln,?,1
72780,Traümen,?,1
72781,soll,?,1
72782,sagen,?,1
72783,digte,?,6
72784,Forældreløse,?,1
72785,Morgendugg,?,1
72786,Morgentau,?,1
72787,Afsked,?,1
72788,Pożeganie,?,1
72789,Jagersang,?,1
72790,Jägerlied,?,1
72791,Uhland,?,2
72792,gamle,?,2
72793,vise,?,1
72794,alte,?,1
72795,Hvor,?,1
72796,Wo,?,1
72797,sind,?,1
72798,hin,?,1
72799,gdzież,przys,1
72800,Hjertets,?,1
72801,Melodier,?,2
72802,brune,?,1
72803,Øjne,?,1
72804,fatter,?,2
72805,Bølgernes,?,2
72806,evige,?,2
72807,elsker,?,2
72808,Tanke,?,2
72809,mægtigt,?,1
72810,Fjeld,?,2
72811,Romancer,?,4
72812,Ballader,?,1
72813,Munch,?,1
72814,Harpen,?,1
72815,Solnedgang,?,1
72816,Udfarten,?,1
72817,Winther,?,1
72818,Taksigelse,?,1
72819,Skovsang,?,1
72820,Blomsterne,?,1
72821,kwiecisty,przym,1
72822,paa,?,1
72823,fjelder,?,1
72824,Margretes,?,1
72825,Kongsemnerne,?,1
72826,Kjærlighed,?,3
72827,Langelandsk,?,1
72828,folkemelodi,?,1
72829,Langeland,?,1
72830,Modersorg,?,2
72831,matczyny,przym,2
72832,Richardt,?,2
72833,Sange,?,3
72834,Vandring,?,1
72835,skoven,?,1
72836,Hun,rzecz,3
72837,SAA,rzecz,3
72838,hvid,?,2
72839,Digters,?,1
72840,sidste,?,2
72841,Efteraarsstormen,?,1
72842,høst,?,1
72843,Poesien,?,1
72844,Ungbirken,?,1
72845,Jørgen,?,1
72846,Hytten,?,1
72847,Rosenknoppen,?,1
72848,różany,przym,2
72849,til,?,4
72850,Welhaven,?,1
72851,Welhavena,?,1
72852,Dikte,?,2
72853,fra,?,4
72854,Fiskerjenten,?,2
72855,giver,?,2
72856,digt,?,2
72857,våren,?,2
72858,dit,?,1
72859,råd,?,1
72860,Digte,?,5
72861,Ibsensangene,?,1
72862,Spillemaend,?,1
72863,grajek,rzecz,2
72864,Svane,?,1
72865,Stambogsrim,?,1
72866,sztambuch,rzecz,1
72867,Med,?,3
72868,vandlilje,?,1
72869,Borte,?,1
72870,precz,?,1
72871,fuglevise,?,1
72872,Fem,?,2
72873,håb,?,1
72874,reiste,?,1
72875,deilig,?,1
72876,Sommerkvaeld,?,1
72877,ærgjerrige,?,1
72878,primulaveris,?,1
72879,prymulka,rzecz,1
72880,skogstien,?,1
72881,Tolv,?,1
72882,Vinjesangene,?,1
72883,Vinjego,?,1
72884,Guten,?,3
72885,Særde,?,1
72886,Tyteberet,?,1
72887,Langs,?,1
72888,ei,?,3
72889,Eit,?,1
72890,Gamle,?,1
72891,Første,?,1
72892,Rundarne,?,1
72893,Rondane,?,1
72894,Vennestykke,?,1
72895,Truda,rzecz,1
72896,Fyremål,?,1
72897,ældre,?,1
72898,nyere,?,1
72899,Picino,?,1
72900,Bjornstjerne,?,2
72901,Bjornson,?,2
72902,Dulgt,?,1
72903,Liden,?,4
72904,højt,?,1
72905,deroppe,?,1
72906,Lie,?,1
72907,Millom,?,1
72908,roser,?,1
72909,Kristoffer,?,1
72910,ung,?,1
72911,Hustrus,?,1
72912,Båre,?,1
72913,Peder,?,1
72914,Monrad,?,1
72915,Hører,?,1
72916,jeg,?,4
72917,Sangen,?,1
72918,klinge,?,1
72919,Nordahl,?,3
72920,Rolfsen,?,5
72921,Reiseminder,?,1
72922,Fjord,?,1
72923,Holger,?,2
72924,Drachmann,?,2
72925,Johanne,?,1
72926,Ragnhild,?,1
72927,Ingebjørg,?,1
72928,Ragna,?,1
72929,lieder,?,1
72930,Rolfsena,?,1
72931,Gruß,?,1
72932,Hilsen,?,1
72933,Dereinst,?,1
72934,Gedanke,?,1
72935,mein,?,1
72936,Geibel,?,1
72937,Lauf,?,1
72938,Verdens,?,1
72939,verschwiegene,?,1
72940,Nachtigall,?,1
72941,Nattergalen,?,1
72942,Słowik,rzecz,1
72943,Rosenzeit,?,1
72944,Rosentiden,?,1
72945,Bodenstedt,?,1
72946,gedichte,?,1
72947,Knøsen,?,1
72948,strøg,?,1
72949,mocarz,rzecz,1
72950,przemknąć,czas,3
72951,Vug,?,1
72952,Vove,?,1
72953,Vær,?,1
72954,hilset,?,1
72955,Damer,?,1
72956,Aftnen,?,1
72957,lys,?,1
72958,lang,?,1
72959,Jul,rzecz,1
72960,Sne,?,1
72961,Foraarsregn,?,1
72962,Hjemkomst,?,1
72963,Til,?,5
72964,Turisten,?,1
72965,Udvandreren,?,1
72966,Elegiske,?,1
72967,Når,?,1
72968,dø,?,1
72969,Norges,?,1
72970,nøgne,?,1
72971,fjelde,?,2
72972,Farvel,?,1
72973,hviler,?,1
72974,jorden,?,1
72975,Vilhelm,?,1
72976,Krag,?,1
72977,Kirsten,?,2
72978,Moderen,?,1
72979,mensa,rzecz,1
72980,venter,?,1
72981,skreg,?,1
72982,Fugl,?,2
72983,Hjertenskjær,?,1
72984,Barnlige,?,1
72985,Havet,?,1
72986,juletæet,?,1
72987,Krohn,?,1
72988,Fiskervise,?,1
72989,Dass,?,1
72990,Kveldsang,?,1
72991,Blakken,?,1
72992,norske,?,4
72993,Fædrelands,?,1
72994,Salme,?,1
72995,Runeberga,?,1
72996,Haugtussa,?,2
72997,Garborg,?,1
72998,syng,?,1
72999,Veslemøy,?,1
73000,Blåbærli,?,1
73001,Elsk,?,1
73002,Miłowan,rzecz,1
73003,Killingdans,?,1
73004,Vond,?,1
73005,daga,rzecz,1
73006,Gjætle,?,2
73007,Bekken,?,1
73008,Benzon,?,2
73009,gynger,?,1
73010,Båd,?,1
73011,Bølge,?,1
73012,Dreng,?,1
73013,pachołek,rzecz,2
73014,Moders,?,1
73015,Grav,?,1
73016,Snegl,?,2
73017,Drømme,?,1
73018,lever,?,1
73019,LIV,rzecz,1
73020,Længsel,?,1
73021,Lys,?,1
73022,nat,?,1
73023,dig,?,2
73024,Digtervise,?,1
73025,leggerezza,?,1
73026,espressivo,?,2
73027,Mazurek,rzecz,1
73028,troppo,?,1
73029,sentimento,?,1
73030,scherzando,?,1
73031,valse,?,1
73032,minuetto,?,1
73033,energico,?,2
73034,grazia,?,1
73035,burla,rzecz,1
73036,Lyriske,?,1
73037,stykker,?,1
73038,arietta,rzecz,1
73039,Vals,?,1
73040,Vægtersang,?,1
73041,Elverdans,?,1
73042,Folkevise,?,2
73043,Stambogsblad,?,1
73044,Fædrelandssang,?,1
73045,folkeviser,?,3
73046,danser,rzecz,2
73047,Ungersvenden,?,1
73048,sin,?,1
73049,pige,?,1
73050,Niels,?,1
73051,Tallefjorn,?,1
73052,kaute,?,1
73053,Karen,rzecz,2
73054,Jölstring,?,1
73055,Brulåt,?,1
73056,aa,?,3
73057,grisen,?,1
73058,hadde,?,1
73059,eit,?,1
73060,tryne,?,1
73061,Naar,?,1
73062,öie,?,1
73063,engang,?,2
73064,sinde,?,1
73065,Friervise,?,1
73066,Dovrefjeld,?,1
73067,Kjempevise,?,1
73068,Solfager,?,1
73069,Ormekongen,?,1
73070,Reiseslaatt,?,1
73071,sjunger,?,1
73072,sorrigfuldt,?,1
73073,hjerte,?,1
73074,laurdags,?,1
73075,kvelden,?,1
73076,veit,?,1
73077,jente,?,1
73078,kleggen,?,1
73079,flugga,?,1
73080,Kleggen,?,1
73081,fluga,?,1
